City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
351,Makakilo City,US,83.95,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
352,Terney,RU,74.01,clear sky,45.0503,136.6092,"Hotel ""Ternay"""
353,Tazovskiy,RU,49.05,overcast clouds,67.4667,78.7,TazHostel
354,Farafangana,MG,67.12,light rain,-22.8167,47.8333,Miarina
355,Zabaykalsk,RU,63.9,overcast clouds,49.6333,117.3167,Zheleznyy Mir
357,Zhangye,CN,73.13,overcast clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
358,Hofn,IS,51.22,broken clouds,64.2539,-15.2082,Hótel Höfn
359,Leo,BF,75.13,scattered clouds,11.1,-2.1,Hotel Sissilis
360,Piacabucu,BR,72.7,broken clouds,-10.4056,-36.4344,Piaçabuçu News
362,Oistins,BB,80.69,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
363,Scarborough,GB,56.91,overcast clouds,54.2797,-0.4044,The Grand Hotel Scarborough
365,Springbok,ZA,54.27,clear sky,-29.6643,17.8865,Undulata Country Lodge
366,Tomatlan,MX,82.17,overcast clouds,19.9333,-105.25,El Salvial
367,Macapa,BR,80.58,broken clouds,0.0389,-51.0664,Atalanta Hotel
368,Carahue,CL,49.98,overcast clouds,-38.7,-73.1667,Hospedaje Familiar
369,Jawhar,SO,72.23,clear sky,2.7809,45.5005,Hotel Shabelle
371,Moultrie,US,83.82,clear sky,31.1799,-83.7891,Moultrie Inn
372,Bonavista,CA,65.21,overcast clouds,48.6499,-53.1147,Sweet Sharons bnb
373,Boali,CF,70.72,light rain,4.8005,18.1275,Auberge des Cocotiers Boali poste
374,Cody,US,85.05,clear sky,44.5263,-109.0565,"Holiday Inn Cody-at Buffalo Bill Village, an IHG Hotel"
375,Waitati,NZ,45.3,overcast clouds,-45.75,170.5667,Arden Country House BnB Dunedin
376,Thiers,FR,68.32,broken clouds,45.8333,3.5,Hôtel Eliotel
377,Grindavik,IS,51.75,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
378,Bathsheba,BB,81.21,scattered clouds,13.2167,-59.5167,Atlantis Hotel
379,Lakes Entrance,AU,50.16,overcast clouds,-37.8811,147.981,The Esplanade Resort & Spa
381,Sibu,MY,75.51,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
382,Catanzaro,IT,82.76,clear sky,38.8908,16.5987,Benny Hotel
384,Rutland,US,78.66,scattered clouds,43.6167,-73.0162,Comfort Inn Trolley Square
385,Zhoukou,CN,78.84,moderate rain,33.6333,114.6333,Thank Inn Chain Hotel henan zhoukou chuanhui district zhoukou normal university
386,Tampin,MY,74.62,overcast clouds,2.4701,102.2302,A'Famosa Resort
389,Kaiyuan,CN,66.51,few clouds,23.6977,103.3037,Dongqi Hotel
390,Richards Bay,ZA,58.5,scattered clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
391,Bumba,CD,72.16,overcast clouds,2.1833,22.4667,Père Carlos
392,Krasnoturansk,RU,52.63,overcast clouds,54.3186,91.5639,Sotsial'naya Gostinitsa
393,Byron Bay,AU,61.95,clear sky,-28.65,153.6167,Backpackers Inn
394,Horta,PT,74.48,scattered clouds,38.5333,-28.6333,Hotel do Canal | Horta - Faial
395,La Seyne-Sur-Mer,FR,82.89,scattered clouds,43.0982,5.8847,Hôtel Première Classe Toulon La Seyne Sur Mer
396,Ixtapa,MX,84.22,overcast clouds,20.7,-105.2,hotel la terminal
397,Namtsy,RU,71.51,broken clouds,62.7161,129.6658,"""Эңсиэли Киин"""
398,Kletnya,RU,56.89,few clouds,53.3897,33.2171,Gostinitsa-Otel' Kletnya
399,Tahoua,NE,87.96,scattered clouds,14.8888,5.2692,Bungalows Guesthouse
400,Havre-Saint-Pierre,CA,66.56,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
401,Saint Anthony,US,80.19,overcast clouds,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
402,Akyab,MM,80.11,few clouds,20.15,92.9,Hotel Memory
403,Qaqortoq,GL,42.94,overcast clouds,60.7167,-46.0333,Siniffik Inn
404,Ilulissat,GL,38.39,overcast clouds,69.2167,-51.1,Hotel Arctic
405,Auki,SB,84.4,few clouds,-8.7676,160.7034,Auki Motel
406,Concarneau,FR,62.89,clear sky,47.875,-3.9225,Brit Hotel de L' Océan
407,Bouna,CI,72.25,few clouds,9.2667,-3.0,Hôtel lababa
408,Maceio,BR,74.64,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
410,Kundgol,IN,70.63,overcast clouds,15.25,75.25,Kaveri Bar and lodging
411,Severka,RU,60.24,light rain,56.8688,60.3015,"At the edge, suburban complex"
412,Hualmay,PE,63.55,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
413,Vanimo,PG,80.06,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
414,Muravlenko,RU,49.82,scattered clouds,63.7898,74.523,Hostel Rus Muravlenko
415,Sandakan,MY,74.88,few clouds,5.8402,118.1179,Hotel Sandakan
416,Filomeno Mata,MX,72.3,overcast clouds,20.2,-97.7,HOTEL BUENAVISTA
417,Vila,PT,58.08,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
418,Mehamn,NO,51.75,light rain,71.0357,27.8492,Mehamn Arctic Hotel AS
419,Shache,CN,75.7,scattered clouds,38.4167,77.2406,Delong Hotel
421,Pundaguitan,PH,82.35,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
422,Genhe,CN,67.89,few clouds,50.7833,121.5167,Companionship Hotel
424,Losino-Petrovskiy,RU,68.52,light rain,55.8696,38.2006,"Sadko, Otel'"
426,Aksha,RU,59.68,heavy intensity rain,50.2814,113.2867,Vizit
427,Balkhash,KZ,71.31,broken clouds,46.844,74.9804,Family
428,Uppsala,SE,63.91,moderate rain,60.0,17.75,Frösunda LSS AB Eget Boende Jan Eriks Väg
429,Padang,ID,73.45,overcast clouds,-0.9492,100.3543,Mercure Padang
430,Medzev,SK,65.64,clear sky,48.7004,20.8937,Ranč Šugov
432,Kaura Namoda,NG,79.38,broken clouds,12.5898,6.5779,Moonlight Hotel
433,Otane,NZ,54.01,light rain,-39.8833,176.6333,Ludlow Farmstay
434,Wakema,MM,78.84,scattered clouds,16.6,95.1833,Aung Kaday Hotel
435,Zhezkazgan,KZ,75.07,broken clouds,47.8043,67.7144,Hotel Zumrat
436,Vestmannaeyjar,IS,52.63,overcast clouds,63.4427,-20.2734,Glamping & Camping
438,Takoradi,GH,74.08,broken clouds,4.8845,-1.7554,Raybow International Hotel
439,Trinidad,BO,84.18,scattered clouds,-14.8333,-64.9,Hotel Piesta
440,Buala,SB,83.41,light rain,-8.145,159.5921,Maringe Lagoon Lodge
442,Tocopilla,CL,62.01,few clouds,-22.092,-70.1979,Hotel Galvarino
443,Roma,US,73.72,few clouds,43.2128,-75.4557,Wingate By Wyndham Rome
444,Fomboni,KM,76.46,clear sky,-12.28,43.7425,Auberge les abou
446,Gornopravdinsk,RU,60.15,light rain,60.05,69.9,Hostel
447,Merrill,US,73.62,scattered clouds,45.1805,-89.6835,Prairie Motel
448,Hami,CN,78.85,scattered clouds,42.8,93.45,Laoyutang Resort
449,Mnogovershinnyy,RU,54.77,overcast clouds,53.9353,139.9242,Obshchezhitiye 14
450,Krasnyy Chikoy,RU,55.0,scattered clouds,50.3643,108.7512,Persona
451,Kamaishi,JP,76.75,broken clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
453,Waipawa,NZ,52.65,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
454,Morondava,MG,71.1,broken clouds,-20.2833,44.2833,La Case Bambou
455,Kisangani,CD,70.99,broken clouds,0.5167,25.2,Grand Ramela Hotel
456,Lincolnton,US,76.89,light rain,35.4737,-81.2545,Hampton Inn Lincolnton
457,Sakhon Nakhon,TH,77.56,overcast clouds,17.1612,104.1472,บริษัท สกลแกรนด์พาเลซ จำกัด
458,Biltine,TD,88.56,broken clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
459,Bowen,AU,67.15,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
461,Zhangjiakou,CN,70.03,broken clouds,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
463,Ocos,GT,84.11,broken clouds,14.5094,-92.1933,Auto Hotel El Soñador
464,Road Town,VG,84.29,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
465,Wanaka,NZ,38.1,overcast clouds,-44.7,169.15,Wanaka Homestead Lodge and Cottages
466,Mahibadhoo,MV,80.6,overcast clouds,3.7833,72.9667,Omadhoo Inn
467,Tahta,EG,85.62,clear sky,26.7693,31.5021,فندق الزيات
468,Channel-Port Aux Basques,CA,64.94,overcast clouds,47.5702,-59.1367,St. Christopher's Hotel
469,Necochea,AR,52.2,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
470,Inta,RU,47.93,overcast clouds,66.0317,60.1659,Apartments in Inta city
471,Igarka,RU,51.82,scattered clouds,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
472,Broome,US,79.81,scattered clouds,42.2506,-75.833,Chenango Valley State Park
473,Okato,NZ,59.18,broken clouds,-39.2,173.8833,Goodin Country Garden
476,Roald,NO,64.17,overcast clouds,62.5833,6.1333,Flem Cabins
477,Mecca,SA,88.99,overcast clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
478,Mahon,ES,81.16,scattered clouds,39.8885,4.2658,ARTIEM Capri
479,Plouzane,FR,61.12,overcast clouds,48.3833,-4.6167,Lymina
480,Ipixuna,BR,79.99,moderate rain,-1.7625,-48.8043,Chalé do Mato
481,Manzanillo,CU,81.07,overcast clouds,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
482,Mukdahan,TH,78.55,overcast clouds,16.5833,104.5,Ban Kham Phung
483,Klyuchi,RU,60.3,clear sky,52.2667,79.1667,Vesolaya Mayovka
484,Olga,RU,74.17,clear sky,43.7444,135.2892,Gostinitsa Rosmorport.
485,Robe,AU,53.78,scattered clouds,-37.1833,139.75,Harbour View Motel
486,Komsomolskiy,UZ,81.32,clear sky,40.4272,71.7189,Ikathouse
487,Mandera,KE,75.15,broken clouds,3.9366,41.867,Red Sea Resort & Suites Mandera County
488,Inirida,CO,72.18,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
490,Pochutla,MX,87.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
491,Muisne,EC,73.58,overcast clouds,0.6,-80.0333,Quinta Samay
492,Aquiraz,BR,80.19,broken clouds,-3.9014,-38.3911,Pousada Rua Camurupim
493,Anadyr,RU,46.9,scattered clouds,64.75,177.4833,Отке17.ру — жильё для командированных
494,Conde,BR,74.66,scattered clouds,-7.2597,-34.9075,Pousada Beija Flor
495,Razdolinsk,RU,50.58,overcast clouds,58.4211,94.6658,"""U Nikolaicha"""
496,Nantucket,US,80.71,overcast clouds,41.2835,-70.0995,Jared Coffin House
497,Ucluelet,CA,79.11,few clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
498,Malanje,AO,68.32,clear sky,-9.5402,16.341,Hotel Ginga
499,Kutum,SD,82.94,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
500,Flin Flon,CA,75.04,broken clouds,54.7682,-101.865,Victoria Inn Flin Flon
501,Emirdag,TR,65.16,clear sky,39.0197,31.15,Emirdağ Öğretmenevi
502,Camocim,BR,78.21,broken clouds,-2.9022,-40.8411,Ilha Praia Hotel
503,Klaksvik,FO,49.12,scattered clouds,62.2266,-6.589,Airbnb rooms
504,New Glasgow,CA,74.98,overcast clouds,45.5834,-62.6486,"Holiday Inn Express Stellarton-New Glasgow, an IHG Hotel"
505,Snasa,NO,58.71,light rain,64.2457,12.3778,Snåsa Hotell AS
507,Tonekabon,IR,74.68,light rain,36.8163,50.8738,Hotel Sadra
508,San Cristobal,VE,78.98,scattered clouds,7.7669,-72.225,Pirineos
509,Quatre Cocos,MU,68.11,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
510,Bertoua,CM,67.46,light rain,4.5833,13.6833,Hotel De Paris
511,Mpika,ZM,57.49,broken clouds,-11.8343,31.4529,Melodies Lodge
512,Sabya,SA,87.42,light rain,17.1495,42.6254,Aseel Hotel Apartment
515,Kapit,MY,73.08,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
516,Karlshamn,SE,64.9,light rain,56.1706,14.8619,Port Hotel AB
517,Trojes,AL,72.55,clear sky,41.756,19.962,Sofra e Kthellës
518,Ambilobe,MG,64.67,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
519,Kang,BW,63.0,broken clouds,-23.6752,22.7876,Kang Ultra Stop
520,Binzhou,CN,75.99,overcast clouds,37.3667,118.0167,Hampton By Hilton Binzhou
521,Dabat,ET,54.41,light rain,12.9842,37.765,Haymanot hotel
522,Jacareacanga,BR,81.36,scattered clouds,-6.2222,-57.7528,Casa do Ian😎
523,Jadu,LY,73.72,clear sky,31.953,12.0261,امياس للصرافة
524,Les Cayes,HT,82.49,clear sky,18.2,-73.75,Villa Orphee
525,Salgueiro,BR,71.87,overcast clouds,-8.0742,-39.1192,Hotel Requinte
526,Magistralnyy,RU,62.89,overcast clouds,56.1725,107.4458,Магистраль
527,Ko Samui,TH,82.33,overcast clouds,9.5357,99.9357,The Passage
528,Port-Gentil,GA,74.19,overcast clouds,-0.7193,8.7815,Fengshui Residence
529,Isangel,VU,77.11,broken clouds,-19.55,169.2667,Tanna Lodge
530,Diavatos,GR,79.18,clear sky,40.5456,22.2669,Ξενώνας στην φύση
531,Le Moule,GP,82.44,clear sky,16.3332,-61.3473,Lakaz Hananou
532,Rodas,CU,86.77,light rain,22.3408,-80.5572,Hostal Casa Mario
533,Bonnyville,CA,69.6,overcast clouds,54.2668,-110.735,Best Western Bonnyville Inn & Suites
534,Kimberley,ZA,35.29,clear sky,-28.7323,24.7623,Welgewandel Guesthouse
535,Las Vegas,US,87.76,overcast clouds,36.175,-115.1372,Plaza Hotel & Casino
536,Havelock,US,87.78,scattered clouds,34.8791,-76.9013,Sherwood Motel
537,Bang Saphan,TH,76.87,broken clouds,11.2126,99.5117,Ladawan Boutique Hotel
538,Montepuez,MZ,62.94,clear sky,-13.1256,38.9997,PembaAparthotel
539,Xam Nua,LA,67.53,broken clouds,20.4197,104.0439,Xee Wang Guesthouse
540,Dohrighat,IN,81.93,broken clouds,26.2644,83.5164,"Hotel Shahi Palace, & Beer Bar,"
541,Qui Nhon,VN,78.46,overcast clouds,13.7667,109.2333,Seagull Hotel
542,Cuamba,MZ,61.23,broken clouds,-14.8031,36.5372,Hotel Vision
543,La Sarre,CA,57.63,overcast clouds,48.8002,-79.1996,Motel Villa Mon Repos
544,Damietta,EG,80.49,clear sky,31.4165,31.8133,SULIMAN INN
546,Cervo,ES,66.96,broken clouds,43.6702,-7.4101,Hotel Spa Galatea
547,Portel,BR,78.04,broken clouds,-1.9356,-50.8211,Kitnet do Marcos
549,Copiapo,CL,51.49,clear sky,-27.3667,-70.3333,Antay Casino Hotel
550,Sioux Lookout,CA,73.47,broken clouds,50.1001,-91.917,Knobby's Fly-In Camps
551,Krasnoselkup,RU,54.19,overcast clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
552,Xichang,CN,63.59,few clouds,27.8964,102.2634,Xichang ibis Hotel
553,La Ronge,CA,75.42,broken clouds,55.1001,-105.2842,Northland Motor Hotel
554,Wakkanai,JP,68.29,broken clouds,45.4094,141.6739,Hyōsetsu-sō
555,Chegdomyn,RU,70.77,broken clouds,51.1167,133.0167,Gostinitsa Bureya
556,Chicama,PE,59.54,scattered clouds,-7.8447,-79.1469,Balihai Bungalows
557,Hirtshals,DK,59.76,clear sky,57.5881,9.9592,Montra Skaga Hotel
558,Archidona,ES,81.84,scattered clouds,37.0965,-4.3887,Hotel Escua
559,Grand Gaube,MU,68.4,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
560,Manggar,ID,80.62,overcast clouds,-2.8833,108.2667,Guest Hotel
561,Formosa,AR,78.78,clear sky,-26.1775,-58.1781,Asterión Departamentos
562,Namatanai,PG,81.19,light rain,-3.6667,152.4333,Seagulls Inn Namatani
563,Juan Lacaze,UY,62.67,moderate rain,-34.4342,-57.4381,El templo de Papal
564,Taksimo,RU,68.81,clear sky,56.3444,114.8794,"Gostinitsa ""Domashniy Ochag"""
565,Palaikastron,GR,78.24,clear sky,35.2,26.25,Marina Village
566,Esso,RU,55.85,overcast clouds,55.9333,158.7,Paramushir Tur
567,Kondinskoye,RU,61.99,overcast clouds,59.6481,67.41,Gostinitsa
568,Los Llanos De Aridane,ES,71.35,clear sky,28.6585,-17.9182,Valle Aridane
569,Skagen,DK,60.6,clear sky,57.7209,10.5839,Ruth's Hotel
570,Kloulklubed,PW,79.3,broken clouds,7.0419,134.2556,Storyboard Beach Resort
571,Piopio,NZ,60.08,broken clouds,-38.4667,175.0167,"Fat Owl Motel, Bar & Eatery"
572,Kawambwa,ZM,61.25,scattered clouds,-9.7915,29.0791,Chembe Nsofu
573,Srivardhan,IN,78.84,overcast clouds,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
574,Brokopondo,SR,79.63,overcast clouds,4.75,-55.1667,Matu Island
575,Bubaque,GW,77.74,moderate rain,11.2833,-15.8333,"Casa Dora, Bubaque"
576,Keti Bandar,PK,82.08,overcast clouds,24.1447,67.4497,Haji laloo memon house
577,Papillion,US,74.16,light intensity drizzle,41.1544,-96.0422,lalithya constructions the lake shore
578,Petropavlovsk-Kamchatskiy,RU,55.99,broken clouds,53.0452,158.6483,The Hotel Petropavlovsky
579,Fort-Shevchenko,KZ,76.26,light rain,44.5086,50.263,Oasis hotel Bautino
580,Campbell River,CA,86.38,clear sky,50.0163,-125.2446,Anchor Inn & Suites
581,Atlantic City,US,78.04,overcast clouds,39.3643,-74.4229,Courtyard by Marriott Atlantic City Beach Block
582,Saint-Francois,FR,65.64,overcast clouds,46.4154,3.9054,Manoir Du Bonheur
583,Wajima,JP,79.25,broken clouds,37.4,136.9,Wajiima Onsen Yashio
584,Karasuk,RU,61.29,few clouds,53.7377,78.0403,London Siti Otel'
585,Ambagarh Chauki,IN,73.65,overcast clouds,20.7833,80.7167,गाँधी चौक शांति भवन सोनसाय टोला
587,Rio Gallegos,AR,32.05,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
588,Mbandaka,CD,70.16,overcast clouds,0.0487,18.2603,Guest House Epervier
589,Balikpapan,ID,76.19,scattered clouds,-1.2675,116.8289,Swiss-Belhotel Balikpapan
590,Salinas,US,86.0,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
592,Yeniseysk,RU,50.77,few clouds,58.4497,92.1703,"""Domino"""
593,Excelsior Springs,US,72.88,light intensity drizzle,39.3392,-94.2261,The Elms Hotel & Spa
594,Ayagoz,KZ,58.12,clear sky,47.9714,80.4392,ХАН
595,Rampura,IN,83.48,overcast clouds,30.25,75.2333,Akash
596,Ciudad Guayana,VE,79.52,broken clouds,8.3533,-62.6528,Hotel Las Americas
597,Cairns,AU,75.11,broken clouds,-16.9167,145.7667,Mantra Trilogy Cairns
598,Chipata,ZM,58.86,scattered clouds,-13.6333,32.65,Protea Hotel by Marriott Chipata
599,Saint-Joseph,RE,64.2,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
601,Anklam,DE,64.53,moderate rain,53.8564,13.6897,Hotel Pommernland - Hansestadt Anklam
602,Nara,JP,85.91,overcast clouds,34.6851,135.8049,Guesthouse Nara Komachi
603,Muros,ES,61.5,clear sky,42.7762,-9.0603,Apartment Av. Castelao
604,Marovoay,MG,66.18,clear sky,-16.1,46.6333,Hôtel les Oliviers Marovoay
605,Hurghada,EG,86.04,clear sky,27.2574,33.8129,Sea Star Beau Rivage Hotel
606,Marsaxlokk,MT,84.07,clear sky,35.8419,14.5431,Water's Edge
608,Mildura,AU,44.08,clear sky,-34.2,142.15,Mercure Hotel Mildura
609,Tatawin,TN,76.89,clear sky,32.9297,10.4518,Sangho Privilege Tataouine
610,Mount Isa,AU,60.57,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
611,Guerrero Negro,MX,77.88,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
613,Parli,IN,75.09,light rain,18.8486,76.5297,Hotel Arya Executive
614,Peniche,PT,69.08,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
615,Leningradskiy,RU,34.02,overcast clouds,69.3833,178.4167,Gostinitsa
616,Razdolnoye,RU,68.41,overcast clouds,43.55,131.9167,"Baza Otdykha ""Lesnaya"""
618,Armidale,AU,53.01,clear sky,-30.5167,151.65,Abbotsleigh Motor Inn
620,Kupang,ID,72.12,scattered clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
621,Dublyany,UA,60.22,clear sky,49.9041,24.0864,"""Drevny Grad"" Park Hotel"
622,Burnie,AU,51.93,broken clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
623,Saint-Pierre,RE,66.9,clear sky,-21.3393,55.4781,Alize Plage
624,Calvinia,ZA,49.98,clear sky,-31.4707,19.776,Die Lemoenhuis
625,Saveh,IR,79.3,clear sky,35.0213,50.3566,Sadra
626,Letterkenny,IE,54.32,overcast clouds,54.95,-7.7333,Mount Errigal Hotel
627,Paita,PE,65.12,scattered clouds,-5.0892,-81.1144,Hotel Náutico de Paita
628,Seoul,KR,76.6,clear sky,37.5683,126.9778,LOTTE HOTEL SEOUL
629,Banamba,ML,79.36,broken clouds,13.55,-7.45,Kassela de Banamba
630,Ciudad Bolivar,VE,74.91,overcast clouds,8.1222,-63.5497,Hotel Edi
631,Teknaf,BD,78.57,overcast clouds,20.8624,92.3058,Forestry Guesthouse
632,Mantua,IT,79.84,scattered clouds,45.1667,10.7833,Hotel la Favorita
633,Ubinskoye,RU,58.3,broken clouds,55.3068,79.6802,Gostinitsa Siberia
634,Kargat,RU,60.55,broken clouds,55.1956,80.2811,Kargat
635,Yarada,IN,79.12,mist,17.65,83.2667,Yarada Jungle Beach Resorts
636,Launceston,AU,51.44,overcast clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
637,Barcelos,PT,70.84,clear sky,41.5388,-8.6151,Hotel Restaurante Bagoeira
638,San Vicente,AR,63.95,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
639,Namibe,AO,62.37,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
640,Noumea,NC,73.99,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
641,Denpasar,ID,74.86,broken clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
643,Huarmey,PE,64.51,scattered clouds,-10.0681,-78.1522,Hotel Miramar
644,Roela,EE,60.13,overcast clouds,59.1667,26.5926,Barto Puhkemaja
645,Mangan,IN,74.91,overcast clouds,27.5167,88.5333,Hotel Mout View
646,Puerto Carreno,CO,84.18,scattered clouds,6.189,-67.4859,Casa Hotel Victoria
647,Fort Nelson,CA,74.79,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
649,Newport,GB,61.83,few clouds,51.5877,-2.9984,ibis budget Newport
650,Amga,RU,66.87,broken clouds,60.8953,131.9608,Algys
652,Sheltozero,RU,60.78,scattered clouds,61.3667,35.3667,The village of Vanino
653,Acari,PE,65.95,broken clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
655,Nouakchott,MR,80.53,scattered clouds,18.0858,-15.9785,HOTEL IMAN
656,Tupik,RU,66.87,broken clouds,54.4253,119.9327,Guest House Orkhideya
657,Sao Geraldo Do Araguaia,BR,85.15,scattered clouds,-6.4006,-48.555,Hotel Por do Sol
659,Junagarh,IN,76.48,overcast clouds,19.8667,82.9333,Hotel Swagat
660,Kailua,US,85.41,few clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
661,Townsville,AU,67.08,broken clouds,-19.25,146.8,Rydges Southbank Townsville
663,Bayir,TR,73.92,clear sky,37.2687,28.2167,Hotel Babadag
664,Shu,KZ,76.5,clear sky,43.5983,73.7614,Shyngyzkhan
665,Northam,GB,61.61,overcast clouds,51.0333,-4.2167,Durrant House Hotel
666,Yeppoon,AU,55.18,clear sky,-23.1333,150.7333,Villa Mar Colina
667,Colwyn Bay,GB,58.75,broken clouds,53.2948,-3.7267,Bryn Woodlands House
668,Morgantown,US,81.7,broken clouds,39.6295,-79.9559,Morgantown Marriott at Waterfront Place
669,Manaus,BR,88.3,few clouds,-3.1019,-60.025,Manaus Hotéis Millennium
670,Luganville,VU,82.06,clear sky,-15.5333,167.1667,The Espiritu Hotel
671,Abnub,EG,86.22,clear sky,27.2696,31.1511,دوار ال عبد الجواد شرق البلد بابنوب
672,Panacan,PH,81.41,overcast clouds,9.2463,118.4082,Mom's Place Resort
673,Benguela,AO,69.19,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
674,Marystown,CA,67.86,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
675,Tselinnoye,RU,50.43,few clouds,53.0833,85.6667,Zolotaya Podkova
676,Asyut,EG,86.18,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
677,Radzyn Podlaski,PL,61.12,clear sky,51.7833,22.6167,PAUZA Restauracja & Hotel Radzyń Podlaski
678,Ulladulla,AU,56.62,light rain,-35.35,150.4667,Sandpiper Motel
679,Caravelas,BR,69.49,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
681,Porto Novo,BJ,78.62,broken clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
682,Katakwi,UG,67.69,light rain,1.8911,33.9661,Homestay Katakwi
683,Narsaq,GL,45.68,overcast clouds,60.9167,-46.05,Sleep In Narsaq
684,Koraput,IN,70.16,overcast clouds,18.8167,82.7167,Raj Residency
685,Janesville,US,77.36,broken clouds,42.6828,-89.0187,"Holiday Inn Express Janesville-I-90 & US Hwy 14, an IHG Hotel"
686,Benjamin Constant,BR,78.93,scattered clouds,-4.3831,-70.0311,CASA AVALIADA
687,Jevargi,IN,75.74,moderate rain,17.0167,76.7667,Khamadhenu Hotel
688,Ingham,US,75.15,scattered clouds,42.6,-84.3833,Sunset Mobile Home Park
