City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Biltine,TD,14.5333,20.9167,88.56,46,71,9.84,broken clouds
459,Bowen,AU,-20.0167,148.2333,67.15,73,74,7.87,broken clouds
460,San Buenaventura,MX,27.0833,-101.5333,97.48,21,11,17.25,few clouds
461,Zhangjiakou,CN,40.81,114.8794,70.03,83,78,4.52,broken clouds
462,Baykit,RU,61.67,96.37,61.66,81,100,2.55,overcast clouds
463,Ocos,GT,14.5094,-92.1933,84.11,72,72,8.37,broken clouds
464,Road Town,VG,18.4167,-64.6167,84.29,79,40,12.66,scattered clouds
465,Wanaka,NZ,-44.7,169.15,38.1,97,100,4.88,overcast clouds
466,Mahibadhoo,MV,3.7833,72.9667,80.6,78,100,12.77,overcast clouds
467,Tahta,EG,26.7693,31.5021,85.62,18,0,4.7,clear sky
468,Channel-Port Aux Basques,CA,47.5702,-59.1367,64.94,98,100,11.95,overcast clouds
469,Necochea,AR,-38.5473,-58.7368,52.2,89,100,15.03,overcast clouds
470,Inta,RU,66.0317,60.1659,47.93,87,100,18.72,overcast clouds
471,Igarka,RU,67.4667,86.5833,51.82,86,47,3.44,scattered clouds
472,Broome,US,42.2506,-75.833,79.81,65,37,5.01,scattered clouds
473,Okato,NZ,-39.2,173.8833,59.18,84,70,21.99,broken clouds
474,Tessalit,ML,20.1986,1.0114,94.5,9,3,11.48,clear sky
475,Qandala,SO,11.472,49.8728,89.67,48,42,9.31,scattered clouds
476,Roald,NO,62.5833,6.1333,64.17,82,100,5.75,overcast clouds
477,Mecca,SA,21.4267,39.8261,88.99,48,99,7.47,overcast clouds
478,Mahon,ES,39.8885,4.2658,81.16,89,40,17.27,scattered clouds
479,Plouzane,FR,48.3833,-4.6167,61.12,91,100,8.05,overcast clouds
480,Ipixuna,BR,-1.7625,-48.8043,79.99,77,96,4.61,moderate rain
481,Manzanillo,CU,20.3433,-77.1167,81.07,76,94,2.84,overcast clouds
482,Mukdahan,TH,16.5833,104.5,78.55,82,98,1.68,overcast clouds
483,Klyuchi,RU,52.2667,79.1667,60.3,50,4,3.83,clear sky
484,Olga,RU,43.7444,135.2892,74.17,75,4,2.24,clear sky
485,Robe,AU,-37.1833,139.75,53.78,59,33,23.4,scattered clouds
486,Komsomolskiy,UZ,40.4272,71.7189,81.32,32,0,4.61,clear sky
487,Mandera,KE,3.9366,41.867,75.15,57,54,20.27,broken clouds
488,Inirida,CO,3.8653,-67.9239,72.18,95,99,1.16,overcast clouds
489,Somotillo,NI,13.0433,-86.9064,95.14,57,79,6.62,broken clouds
490,Pochutla,MX,15.7432,-96.4661,87.82,73,89,3.91,overcast clouds
491,Muisne,EC,0.6,-80.0333,73.58,83,95,10.25,overcast clouds
492,Aquiraz,BR,-3.9014,-38.3911,80.19,83,76,7.43,broken clouds
493,Anadyr,RU,64.75,177.4833,46.9,75,40,6.71,scattered clouds
494,Conde,BR,-7.2597,-34.9075,74.66,83,40,11.5,scattered clouds
495,Razdolinsk,RU,58.4211,94.6658,50.58,97,100,3.89,overcast clouds
496,Nantucket,US,41.2835,-70.0995,80.71,92,95,31.23,overcast clouds
497,Ucluelet,CA,48.9329,-125.5528,79.11,70,13,5.37,few clouds
498,Malanje,AO,-9.5402,16.341,68.32,28,1,0.96,clear sky
499,Kutum,SD,14.2,24.6667,82.94,43,76,7.52,broken clouds
500,Flin Flon,CA,54.7682,-101.865,75.04,38,75,8.05,broken clouds
501,Emirdag,TR,39.0197,31.15,65.16,50,0,4.27,clear sky
502,Camocim,BR,-2.9022,-40.8411,78.21,73,77,12.03,broken clouds
503,Klaksvik,FO,62.2266,-6.589,49.12,85,39,12.5,scattered clouds
504,New Glasgow,CA,45.5834,-62.6486,74.98,83,98,11.81,overcast clouds
505,Snasa,NO,64.2457,12.3778,58.71,95,93,4.03,light rain
506,Sakakah,SA,29.9697,40.2064,90.97,14,4,9.24,clear sky
507,Tonekabon,IR,36.8163,50.8738,74.68,83,68,0.2,light rain
508,San Cristobal,VE,7.7669,-72.225,78.98,89,41,3.56,scattered clouds
509,Quatre Cocos,MU,-20.2078,57.7625,68.11,82,27,10.16,light rain
510,Bertoua,CM,4.5833,13.6833,67.46,99,100,3.96,light rain
511,Mpika,ZM,-11.8343,31.4529,57.49,68,56,10.18,broken clouds
512,Sabya,SA,17.1495,42.6254,87.42,62,100,10.29,light rain
513,Caxito,AO,-8.5785,13.6643,72.07,85,73,2.42,broken clouds
514,Tokur,RU,53.1333,132.9,57.88,94,97,2.77,light rain
515,Kapit,MY,2.0167,112.9333,73.08,100,100,0.98,overcast clouds
516,Karlshamn,SE,56.1706,14.8619,64.9,97,100,6.6,light rain
517,Trojes,AL,41.756,19.962,72.55,56,0,6.11,clear sky
518,Ambilobe,MG,-13.2,49.05,64.67,89,8,3.31,clear sky
519,Kang,BW,-23.6752,22.7876,63.0,33,52,11.5,broken clouds
520,Binzhou,CN,37.3667,118.0167,75.99,82,100,3.91,overcast clouds
521,Dabat,ET,12.9842,37.765,54.41,88,100,2.68,light rain
522,Jacareacanga,BR,-6.2222,-57.7528,81.36,47,26,2.62,scattered clouds
523,Jadu,LY,31.953,12.0261,73.72,32,0,5.37,clear sky
524,Les Cayes,HT,18.2,-73.75,82.49,67,2,6.51,clear sky
525,Salgueiro,BR,-8.0742,-39.1192,71.87,63,91,15.9,overcast clouds
526,Magistralnyy,RU,56.1725,107.4458,62.89,96,86,5.06,overcast clouds
527,Ko Samui,TH,9.5357,99.9357,82.33,76,88,5.21,overcast clouds
528,Port-Gentil,GA,-0.7193,8.7815,74.19,81,92,14.09,overcast clouds
529,Isangel,VU,-19.55,169.2667,77.11,94,75,6.91,broken clouds
530,Diavatos,GR,40.5456,22.2669,79.18,58,0,1.16,clear sky
531,Le Moule,GP,16.3332,-61.3473,82.44,100,2,7.0,clear sky
532,Rodas,CU,22.3408,-80.5572,86.77,60,47,13.0,light rain
533,Bonnyville,CA,54.2668,-110.735,69.6,54,97,11.92,overcast clouds
534,Kimberley,ZA,-28.7323,24.7623,35.29,69,0,2.3,clear sky
535,Las Vegas,US,36.175,-115.1372,87.76,72,100,16.11,overcast clouds
536,Havelock,US,34.8791,-76.9013,87.78,85,25,10.0,scattered clouds
537,Bang Saphan,TH,11.2126,99.5117,76.87,89,72,2.3,broken clouds
538,Montepuez,MZ,-13.1256,38.9997,62.94,80,0,8.23,clear sky
539,Xam Nua,LA,20.4197,104.0439,67.53,88,51,2.15,broken clouds
540,Dohrighat,IN,26.2644,83.5164,81.93,78,67,10.22,broken clouds
541,Qui Nhon,VN,13.7667,109.2333,78.46,84,100,4.14,overcast clouds
542,Cuamba,MZ,-14.8031,36.5372,61.23,71,65,5.77,broken clouds
543,La Sarre,CA,48.8002,-79.1996,57.63,88,98,8.77,overcast clouds
544,Damietta,EG,31.4165,31.8133,80.49,62,0,1.48,clear sky
545,Kholodnyy,RU,62.7167,147.95,67.55,44,28,2.44,scattered clouds
546,Cervo,ES,43.6702,-7.4101,66.96,79,66,6.93,broken clouds
547,Portel,BR,-1.9356,-50.8211,78.04,79,65,2.64,broken clouds
548,Russell,US,32.3502,-85.1999,90.68,75,99,5.37,overcast clouds
549,Copiapo,CL,-27.3667,-70.3333,51.49,63,1,0.74,clear sky
550,Sioux Lookout,CA,50.1001,-91.917,73.47,43,75,8.05,broken clouds
551,Krasnoselkup,RU,65.7,82.4667,54.19,81,100,7.63,overcast clouds
552,Xichang,CN,27.8964,102.2634,63.59,94,21,0.43,few clouds
553,La Ronge,CA,55.1001,-105.2842,75.42,38,75,14.97,broken clouds
554,Wakkanai,JP,45.4094,141.6739,68.29,85,54,9.91,broken clouds
555,Chegdomyn,RU,51.1167,133.0167,70.77,87,71,0.74,broken clouds
556,Chicama,PE,-7.8447,-79.1469,59.54,78,25,7.94,scattered clouds
557,Hirtshals,DK,57.5881,9.9592,59.76,93,3,16.37,clear sky
558,Archidona,ES,37.0965,-4.3887,81.84,19,32,4.29,scattered clouds
559,Grand Gaube,MU,-20.0064,57.6608,68.4,78,7,3.0,clear sky
560,Manggar,ID,-2.8833,108.2667,80.62,78,99,13.33,overcast clouds
561,Formosa,AR,-26.1775,-58.1781,78.78,61,0,5.75,clear sky
562,Namatanai,PG,-3.6667,152.4333,81.19,78,30,8.84,light rain
563,Juan Lacaze,UY,-34.4342,-57.4381,62.67,99,100,9.31,moderate rain
564,Taksimo,RU,56.3444,114.8794,68.81,76,9,2.64,clear sky
565,Palaikastron,GR,35.2,26.25,78.24,63,0,17.43,clear sky
566,Esso,RU,55.9333,158.7,55.85,91,100,2.68,overcast clouds
567,Kondinskoye,RU,59.6481,67.41,61.99,96,99,4.54,overcast clouds
568,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,83,0,14.97,clear sky
569,Skagen,DK,57.7209,10.5839,60.6,91,2,17.69,clear sky
570,Kloulklubed,PW,7.0419,134.2556,79.3,76,51,8.23,broken clouds
571,Piopio,NZ,-38.4667,175.0167,60.08,95,84,7.7,broken clouds
572,Kawambwa,ZM,-9.7915,29.0791,61.25,54,49,8.68,scattered clouds
573,Srivardhan,IN,18.0333,73.0167,78.84,84,99,4.7,overcast clouds
574,Brokopondo,SR,4.75,-55.1667,79.63,79,99,8.84,overcast clouds
575,Bubaque,GW,11.2833,-15.8333,77.74,84,100,9.33,moderate rain
576,Keti Bandar,PK,24.1447,67.4497,82.08,84,96,14.67,overcast clouds
577,Papillion,US,41.1544,-96.0422,74.16,83,100,5.75,light intensity drizzle
578,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,55.99,82,75,4.47,broken clouds
579,Fort-Shevchenko,KZ,44.5086,50.263,76.26,69,0,15.35,light rain
580,Campbell River,CA,50.0163,-125.2446,86.38,37,0,8.05,clear sky
581,Atlantic City,US,39.3643,-74.4229,78.04,89,100,4.61,overcast clouds
582,Saint-Francois,FR,46.4154,3.9054,65.64,88,100,2.3,overcast clouds
583,Wajima,JP,37.4,136.9,79.25,79,76,2.44,broken clouds
584,Karasuk,RU,53.7377,78.0403,61.29,59,12,5.1,few clouds
585,Ambagarh Chauki,IN,20.7833,80.7167,73.65,95,100,4.16,overcast clouds
586,Eenhana,NA,-17.4667,16.3333,61.12,34,56,6.82,broken clouds
587,Rio Gallegos,AR,-51.6226,-69.2181,32.05,80,0,13.8,clear sky
588,Mbandaka,CD,0.0487,18.2603,70.16,92,100,2.71,overcast clouds
589,Balikpapan,ID,-1.2675,116.8289,76.19,100,40,5.75,scattered clouds
590,Salinas,US,36.6777,-121.6555,86.0,61,0,9.06,clear sky
591,Emba,KZ,48.8264,58.1442,75.27,48,100,9.44,overcast clouds
592,Yeniseysk,RU,58.4497,92.1703,50.77,94,21,2.28,few clouds
593,Excelsior Springs,US,39.3392,-94.2261,72.88,90,100,5.75,light intensity drizzle
594,Ayagoz,KZ,47.9714,80.4392,58.12,43,0,9.62,clear sky
595,Rampura,IN,30.25,75.2333,83.48,63,88,7.9,overcast clouds
596,Ciudad Guayana,VE,8.3533,-62.6528,79.52,80,61,1.88,broken clouds
597,Cairns,AU,-16.9167,145.7667,75.11,77,75,10.36,broken clouds
598,Chipata,ZM,-13.6333,32.65,58.86,56,43,7.23,scattered clouds
599,Saint-Joseph,RE,-21.3667,55.6167,64.2,79,38,6.55,scattered clouds
600,Sabi,GM,13.2333,-14.2,74.1,97,100,7.38,light rain
601,Anklam,DE,53.8564,13.6897,64.53,94,100,5.68,moderate rain
602,Nara,JP,34.6851,135.8049,85.91,52,97,3.04,overcast clouds
603,Muros,ES,42.7762,-9.0603,61.5,89,10,8.41,clear sky
604,Marovoay,MG,-16.1,46.6333,66.18,66,1,1.48,clear sky
605,Hurghada,EG,27.2574,33.8129,86.04,23,0,0.0,clear sky
606,Marsaxlokk,MT,35.8419,14.5431,84.07,47,0,4.61,clear sky
607,Bryan,US,30.6744,-96.37,102.22,31,40,12.66,scattered clouds
608,Mildura,AU,-34.2,142.15,44.08,89,1,16.46,clear sky
609,Tatawin,TN,32.9297,10.4518,76.89,33,0,4.99,clear sky
610,Mount Isa,AU,-20.7333,139.5,60.57,51,0,14.97,clear sky
611,Guerrero Negro,MX,27.9769,-114.0611,77.88,59,0,16.37,clear sky
612,Mountain Home,US,43.133,-115.6912,92.68,9,0,6.91,clear sky
613,Parli,IN,18.8486,76.5297,75.09,87,100,8.16,light rain
614,Peniche,PT,39.3558,-9.3811,69.08,91,0,15.9,clear sky
615,Leningradskiy,RU,69.3833,178.4167,34.02,91,100,6.31,overcast clouds
616,Razdolnoye,RU,43.55,131.9167,68.41,90,96,5.12,overcast clouds
617,Buckeye,US,33.3703,-112.5838,101.19,39,59,0.0,broken clouds
618,Armidale,AU,-30.5167,151.65,53.01,76,3,11.79,clear sky
619,Cerritos,US,33.8583,-118.0648,95.79,71,40,11.5,scattered clouds
620,Kupang,ID,-10.1667,123.5833,72.12,79,34,6.42,scattered clouds
621,Dublyany,UA,49.9041,24.0864,60.22,68,0,5.12,clear sky
622,Burnie,AU,-41.0667,145.9167,51.93,94,59,9.28,broken clouds
623,Saint-Pierre,RE,-21.3393,55.4781,66.9,70,0,5.75,clear sky
624,Calvinia,ZA,-31.4707,19.776,49.98,33,0,9.24,clear sky
625,Saveh,IR,35.0213,50.3566,79.3,32,0,3.11,clear sky
626,Letterkenny,IE,54.95,-7.7333,54.32,74,100,7.29,overcast clouds
627,Paita,PE,-5.0892,-81.1144,65.12,85,27,16.96,scattered clouds
628,Seoul,KR,37.5683,126.9778,76.6,88,0,2.3,clear sky
629,Banamba,ML,13.55,-7.45,79.36,73,77,7.54,broken clouds
630,Ciudad Bolivar,VE,8.1222,-63.5497,74.91,89,100,3.78,overcast clouds
631,Teknaf,BD,20.8624,92.3058,78.57,87,95,3.04,overcast clouds
632,Mantua,IT,45.1667,10.7833,79.84,80,29,4.0,scattered clouds
633,Ubinskoye,RU,55.3068,79.6802,58.3,80,70,5.48,broken clouds
634,Kargat,RU,55.1956,80.2811,60.55,73,80,5.68,broken clouds
635,Yarada,IN,17.65,83.2667,79.12,100,40,2.3,mist
636,Launceston,AU,-41.45,147.1667,51.44,97,100,8.05,overcast clouds
637,Barcelos,PT,41.5388,-8.6151,70.84,89,0,4.36,clear sky
638,San Vicente,AR,-26.6167,-54.1333,63.95,73,0,2.28,clear sky
639,Namibe,AO,-15.1961,12.1522,62.37,81,3,8.32,clear sky
640,Noumea,NC,-22.2763,166.4572,73.99,99,80,8.99,broken clouds
641,Denpasar,ID,-8.65,115.2167,74.86,83,75,5.75,broken clouds
642,Beloha,MG,-25.1667,45.05,62.6,89,16,4.09,few clouds
643,Huarmey,PE,-10.0681,-78.1522,64.51,81,47,10.38,scattered clouds
644,Roela,EE,59.1667,26.5926,60.13,82,89,3.42,overcast clouds
645,Mangan,IN,27.5167,88.5333,74.91,81,100,3.0,overcast clouds
646,Puerto Carreno,CO,6.189,-67.4859,84.18,70,40,5.75,scattered clouds
647,Fort Nelson,CA,58.8053,-122.7002,74.79,41,75,4.61,broken clouds
648,Mokhsogollokh,RU,61.4681,128.9203,71.47,62,58,6.69,broken clouds
649,Newport,GB,51.5877,-2.9984,61.83,79,14,8.39,few clouds
650,Amga,RU,60.8953,131.9608,66.87,53,61,7.67,broken clouds
651,Socorro,US,31.6546,-106.3033,94.86,28,40,7.45,scattered clouds
652,Sheltozero,RU,61.3667,35.3667,60.78,93,29,4.03,scattered clouds
653,Acari,PE,-15.4311,-74.6158,65.95,71,52,4.41,broken clouds
654,Wattegama,LK,6.7989,81.4808,76.87,82,100,2.55,overcast clouds
655,Nouakchott,MR,18.0858,-15.9785,80.53,81,38,9.51,scattered clouds
656,Tupik,RU,54.4253,119.9327,66.87,83,71,1.61,broken clouds
657,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,85.15,35,50,2.51,scattered clouds
658,Shubarshi,KZ,48.5872,57.1869,73.15,55,100,12.71,light rain
659,Junagarh,IN,19.8667,82.9333,76.48,91,100,2.3,overcast clouds
660,Kailua,US,21.4022,-157.7394,85.41,64,20,8.01,few clouds
661,Townsville,AU,-19.25,146.8,67.08,83,75,0.0,broken clouds
662,Tilichiki,RU,60.4667,166.1,57.72,61,96,4.74,overcast clouds
663,Bayir,TR,37.2687,28.2167,73.92,34,0,4.88,clear sky
664,Shu,KZ,43.5983,73.7614,76.5,24,0,7.94,clear sky
665,Northam,GB,51.0333,-4.2167,61.61,75,86,8.95,overcast clouds
666,Yeppoon,AU,-23.1333,150.7333,55.18,81,0,2.08,clear sky
667,Colwyn Bay,GB,53.2948,-3.7267,58.75,3,82,8.99,broken clouds
668,Morgantown,US,39.6295,-79.9559,81.7,81,75,4.61,broken clouds
669,Manaus,BR,-3.1019,-60.025,88.3,70,20,5.75,few clouds
670,Luganville,VU,-15.5333,167.1667,82.06,75,6,4.68,clear sky
671,Abnub,EG,27.2696,31.1511,86.22,19,1,5.1,clear sky
672,Panacan,PH,9.2463,118.4082,81.41,79,99,3.49,overcast clouds
673,Benguela,AO,-12.5763,13.4055,69.19,84,90,5.55,overcast clouds
674,Marystown,CA,47.1666,-55.1483,67.86,100,85,3.0,overcast clouds
675,Tselinnoye,RU,53.0833,85.6667,50.43,89,11,3.15,few clouds
676,Asyut,EG,27.181,31.1837,86.18,19,0,5.12,clear sky
677,Radzyn Podlaski,PL,51.7833,22.6167,61.12,71,1,7.83,clear sky
678,Ulladulla,AU,-35.35,150.4667,56.62,82,55,11.21,light rain
679,Caravelas,BR,-17.7125,-39.2481,69.49,88,54,5.99,broken clouds
680,Kunya,NG,12.2233,8.5325,79.65,70,83,16.8,broken clouds
681,Porto Novo,BJ,6.4965,2.6036,78.62,84,81,8.41,broken clouds
682,Katakwi,UG,1.8911,33.9661,67.69,83,95,1.43,light rain
683,Narsaq,GL,60.9167,-46.05,45.68,90,100,3.78,overcast clouds
684,Koraput,IN,18.8167,82.7167,70.16,93,100,3.18,overcast clouds
685,Janesville,US,42.6828,-89.0187,77.36,48,75,6.91,broken clouds
686,Benjamin Constant,BR,-4.3831,-70.0311,78.93,88,40,3.44,scattered clouds
687,Jevargi,IN,17.0167,76.7667,75.74,84,100,12.28,moderate rain
688,Ingham,US,42.6,-84.3833,75.15,53,40,8.05,scattered clouds
